mN/GeV	BrNtovee	BrNtovmumu	BrNtovemu	BrNto2tracks	BrNtoinvistoMATHUSLA
0.1	0.36664645612113145	0	0	0	0.6333535438788684
0.10180790778133073	0.3666493856012393	0	0	0	0.6333506143987608
0.10364850086811943	0.36665221198237924	0	0	0	0.6333477880176207
0.1055223701805468	0.36665493889239653	0	0	0	0.6333450611076035
0.10743011732208552	0.3666575677600143	0	5.6496894279171144e-9	0	0.6333424265902964
0.10937235477264423	0.3666599984754381	0	2.991909584667397e-7	0	0.6333397023336035
0.11134970608520353	0.3666616686142215	0	2.4234064250007508e-6	0	0.6333359079793535
0.11336280608600682	0.36666122080013785	0	0.000010088787363899425	0	0.6333286904124983
0.1154123010783706	0.366656332595006	0	0.000029637416953253056	0	0.6333140299880406
0.1174988490501793	0.3666436700276602	0	0.0000701696481587236	0	0.6332861603241811
0.11962311988513157	0.36661892970964105	0	0.00014342918766120088	0	0.6332376411026978
0.12178579557780543	0.3665769421008874	0	0.0002635214211953968	0	0.6331595364779171
0.1239875704526121	0.36651181473060035	0	0.0004465227881647998	0	0.6330416624812348
0.1262291513867078	0.36641709915136333	0	0.0007100254481148965	0	0.632872875400522
0.12851125803693586	0.36628596931144586	0	0.001072650824795469	0	0.6326413798637587
0.13083462307087163	0.36611140206552645	0	0.0015535573343164544	0	0.6323350406001571
0.13319999240204464	0.3658863528386805	0	0.002171961345223434	0	0.6319416858160961
0.13560812542941317	0.3646005834122938	0	0.0029385979815882354	0	0.6324608186061181
0.13805979528116824	0.3434019778395891	0	0.003662635186207404	0	0.6529353869742036
0.14055578906294575	0.29920759901361843	0	0.004130014617535928	0.022696549616195903	0.6739658367526498
0.14309690811052556	0.2341255936021558	0	0.00410143021510674	0.11843683651689425	0.6433361396658434
0.14568396824709942	0.1781675951992176	0	0.0038934438969333105	0.22055039178900696	0.5973885691148423
0.14831780004519013	0.13756096147331318	0	0.003692842948141824	0.30318668536794907	0.5555595102105959
0.15099924909330567	0.10918338049827431	0	0.003551597370213053	0.365358309104784	0.5219067130267285
0.1537291762674145	0.08919993634840753	0	0.0034727532823069854	0.41169342339471904	0.49563388697456645
0.15650845800732874	0.07481663226282403	0	0.0034474953749036308	0.4466345338515757	0.4751013385106967
